,Symbol,Name,Price,Change %,Volume,Rel Volume,Market cap,P/E,EPS dil,EPS dil growth,Div yield %,Sector,Analyst Rating
1570,EYE,"National Vision Holdings, Inc.",20.14 USD,−0.89%,651.798K,0.68,1.576B USD,—,−0.86 USD,−225.14%,0.00%,Retail Trade,Buy
1571,EYEN,"Eyenovia, Inc.",1.87 USD,+0.54%,234.791K,0.55,82.509M USD,—,−0.67 USD,−16.61%,0.00%,Health Technology,Strong buy
1572,EYPT,"EyePoint Pharmaceuticals, Inc.",20.40 USD,+2.36%,796.314K,0.69,720.312M USD,—,−2.67 USD,−22.86%,0.00%,Health Technology,Strong buy
1573,EZFL,"EzFill Holdings, Inc.",1.64 USD,−3.78%,5.226K,0.73,7.388M USD,—,−3.90 USD,+13.70%,0.00%,Technology Services,—
1574,EZGO,EZGO Technologies Ltd.,0.1027 USD,−0.43%,877.406K,0.49,7.813M USD,—,—,—,0.00%,Consumer Services,—
1575,EZPW,"EZCORP, Inc.",8.58 USD,−1.38%,246.026K,0.74,469.472M USD,19.78,0.43 USD,−31.39%,0.00%,Finance,Strong buy
1576,F,Ford Motor Company,11.85 USD,+1.46%,44.435M,0.94,47.435B USD,7.77,1.53 USD,−31.05%,10.55%,Consumer Durables,Buy
1577,FA,First Advantage Corporation,15.66 USD,+0.13%,369.956K,1.33,2.273B USD,54.17,0.29 USD,−26.33%,0.00%,Commercial Services,Buy
1578,FAF,First American Corporation (New),61.66 USD,+0.16%,516.788K,0.52,6.362B USD,27.26,2.26 USD,−46.71%,3.41%,Finance,Buy
1579,F,FAMI,1.24 USD,+0.82%,25.635K,0.24,7.358M USD,—,—,—,0.00%,Process Industries,—
1580,FANG,"Diamondback Energy, Inc.",155.95 USD,+0.08%,1.655M,1.17,27.913B USD,8.84,17.63 USD,−28.17%,5.12%,Energy Minerals,Strong buy
1581,FARM,Farmer Brothers Company,3.12 USD,+8.92%,146.543K,1.66,64.631M USD,—,−3.69 USD,−224.33%,0.00%,Consumer Non-Durables,Strong buy
1582,FARO,"FARO Technologies, Inc.",20.60 USD,−0.68%,190.766K,1.00,390.458M USD,—,−3.20 USD,−3.78%,0.00%,Producer Manufacturing,Buy
1583,FAST,Fastenal Company,61.98 USD,−0.34%,2.858M,1.05,35.416B USD,31.30,1.98 USD,+6.48%,2.26%,Distribution Services,Neutral
1584,FAT,FAT Brands Inc.,6.25 USD,−0.16%,12.72K,0.77,103.967M USD,—,−8.35 USD,−75.93%,8.96%,Consumer Services,Strong buy
1585,FATE,"Fate Therapeutics, Inc.",3.77 USD,−1.82%,1.136M,0.59,371.729M USD,—,−1.77 USD,+42.01%,0.00%,Health Technology,Neutral
1586,F,FATH,4.67 USD,+1.41%,1.205K,0.13,31.883M USD,—,−2.11 USD,—,0.00%,Producer Manufacturing,Buy
1587,FAZE,FaZe Holdings Inc.,0.1720 USD,−6.98%,346.97K,0.82,13.33M USD,—,−0.81 USD,+67.02%,0.00%,Consumer Services,—
1588,FBIN,"Fortune Brands Innovations, Inc.",74.72 USD,+0.95%,1.035M,1.01,9.422B USD,22.11,3.38 USD,−40.22%,1.23%,Producer Manufacturing,Buy
1589,FBIO,"Fortress Biotech, Inc.",2.42 USD,−3.20%,769.779K,0.78,44.472M USD,—,−24.57 USD,−66.07%,0.00%,Health Technology,Strong buy
1590,FBIZ,"First Business Financial Services, Inc.",38.20 USD,−1.57%,32.205K,1.63,317.629M USD,8.66,4.41 USD,—,2.38%,Finance,Buy
1591,FBK,FB Financial Corporation,38.84 USD,+0.28%,104.073K,0.76,1.819B USD,14.11,2.75 USD,—,1.54%,Finance,Neutral
1592,FBMS,"The First Bancshares, Inc.",28.17 USD,−0.39%,107.402K,0.73,875.812M USD,10.38,2.71 USD,—,3.19%,Finance,Strong buy
1593,FBNC,First Bancorp,36.28 USD,+0.14%,170.004K,1.24,1.491B USD,12.60,2.88 USD,—,2.43%,Finance,Strong buy
1594,FBP,First BanCorp. New,15.97 USD,+0.57%,1.251M,1.22,2.756B USD,9.72,1.64 USD,—,3.51%,Finance,Strong buy
1595,FBRX,"Forte Biosciences, Inc.",0.8291 USD,+0.06%,19.382K,0.48,30.125M USD,—,−1.24 USD,−57.75%,0.00%,Health Technology,Strong buy
1596,F,FBY,12.00 USD,−0.41%,7.621K,0.43,1.637B USD,—,−0.26 USD,−182.41%,0.00%,Industrial Services,—
1597,FC,Franklin Covey Company,40.66 USD,+3.28%,439.407K,3.94,539.816M USD,31.52,1.29 USD,−4.08%,0.00%,Commercial Services,Strong buy
1598,FCAP,"First Capital, Inc.",28.05 USD,−2.33%,6.538K,1.61,93.986M USD,7.11,3.94 USD,—,3.85%,Finance,—
1599,FCBC,"First Community Bankshares, Inc.",36.15 USD,+0.64%,31.86K,1.07,670.068M USD,12.87,2.81 USD,—,3.21%,Finance,Strong sell
1600,FCCO,First Community Corporation,19.90 USD,−1.85%,41.478K,3.02,151.228M USD,12.08,1.65 USD,—,2.81%,Finance,Buy
1601,FCEL,"FuelCell Energy, Inc.",1.40 USD,−5.41%,11.544M,0.77,632.526M USD,—,−0.26 USD,+30.77%,0.00%,Electronic Technology,Neutral
1602,FCF,First,14.83 USD,−0.34%,672.742K,1.60,1.514B USD,9.99,1.48 USD,—,3.34%,Finance,Buy
1603,FCFS,"FirstCash Holdings, Inc.",106.28 USD,−0.21%,173.146K,0.90,4.794B USD,21.29,4.99 USD,+14.57%,1.28%,Finance,Buy
1604,FCN,"FTI Consulting, Inc.",194.72 USD,+0.86%,275.965K,1.39,6.914B USD,28.81,6.76 USD,+6.91%,0.00%,Commercial Services,Buy
1605,FCNCA,"First Citizens BancShares, Inc.",1384.23 USD,−0.30%,85.675K,1.34,20.006B USD,1.81,766.86 USD,—,0.28%,Finance,Buy
1606,FCUV,Focus Universal Inc.,1.48 USD,−1.33%,97.177K,3.32,95.936M USD,—,−0.07 USD,−1.13%,0.00%,Commercial Services,—
1607,FCX,"Freeport-McMoRan, Inc.",41.41 USD,−0.34%,8.229M,0.96,59.381B USD,27.89,1.48 USD,−43.67%,0.72%,Non-Energy Minerals,Buy
1608,FDBC,"Fidelity D & D Bancorp, Inc.",53.87 USD,−2.80%,15.587K,1.55,306.862M USD,12.33,4.37 USD,—,2.71%,Finance,—
1609,FDMT,"4D Molecular Therapeutics, Inc.",19.59 USD,−2.29%,487.797K,1.01,837.543M USD,—,−2.73 USD,+17.81%,0.00%,Health Technology,Strong buy
1610,FDP,"Fresh Del Monte Produce, Inc.",27.10 USD,−0.77%,193.658K,0.93,1.304B USD,11.51,2.35 USD,+63.40%,2.77%,Process Industries,Strong buy
1611,FDS,FactSet Research Systems Inc.,456.58 USD,−0.34%,182.682K,0.70,17.345B USD,36.94,12.36 USD,+12.60%,0.84%,Technology Services,Neutral
1612,FDUS,Fidus Investment Corporation,20.01 USD,+0.30%,292.149K,1.03,569.354M USD,9.24,2.17 USD,−34.93%,9.05%,Finance,Buy
1613,FDX,FedEx Corporation,246.81 USD,+0.62%,2.268M,0.48,61.676B USD,14.62,16.88 USD,+32.61%,2.00%,Transportation,Buy
1614,FE,FirstEnergy Corp.,38.13 USD,+0.90%,3.622M,1.16,21.88B USD,41.84,0.91 USD,−58.48%,4.14%,Utilities,Buy
1615,FEAM,"5E Advanced Materials, Inc.",1.40 USD,−1.41%,150.866K,0.39,61.932M USD,—,−1.01 USD,—,0.00%,Process Industries,Neutral
1616,F,FEBO,4.99 USD,−6.30%,48.363K,1.62,—,—,—,—,—,Consumer Durables,—
1617,FEIM,"Frequency Electronics, Inc.",10.28 USD,−0.29%,9.637K,0.33,96.79M USD,34.86,0.29 USD,—,0.00%,Electronic Technology,—
1618,FELE,"Franklin Electric Co., Inc.",92.71 USD,−0.79%,187.472K,1.44,4.277B USD,22.46,4.13 USD,+3.33%,0.97%,Producer Manufacturing,Neutral
1619,FEMY,Femasys Inc.,0.9400 USD,−4.19%,291.362K,0.95,20.351M USD,—,−0.98 USD,−6.40%,0.00%,Electronic Technology,Strong buy
1620,FENC,Fennec Pharmaceuticals Inc.,10.35 USD,−3.00%,65.172K,0.38,275.669M USD,—,−0.76 USD,−0.33%,0.00%,Health Technology,Strong buy
1621,FERG,Ferguson plc,187.15 USD,+0.36%,689.802K,1.02,38.083B USD,21.23,8.81 USD,−12.00%,1.62%,Distribution Services,Buy
1622,FET,"Forum Energy Technologies, Inc.",22.58 USD,+2.13%,77.832K,3.47,230.157M USD,—,−2.43 USD,+7.08%,0.00%,Industrial Services,—
1623,FEXD,Fintech Ecosystem Development Corp.,10.75 USD,0.00%,3.481K,0.25,155.149M USD,104.07,0.10 USD,+411.39%,0.00%,Finance,—
1624,FF,FutureFuel Corp.,6.00 USD,+0.17%,201.551K,0.72,262.579M USD,9.08,0.66 USD,+27.88%,4.00%,Process Industries,—
1625,FFBC,First Financial Bancorp.,23.03 USD,0.00%,327.396K,1.05,2.191B USD,8.16,2.82 USD,—,3.99%,Finance,Neutral
1626,FFIC,Flushing Financial Corporation,16.51 USD,+0.24%,209.989K,2.40,477.215M USD,14.87,1.11 USD,—,5.33%,Finance,Buy
1627,FFIE,Faraday Future Intelligent Electric Inc.,0.1591 USD,−8.09%,18.115M,0.78,20.242M USD,—,−59.89 USD,+40.89%,0.00%,Consumer Durables,Neutral
1628,FFIN,"First Financial Bankshares, Inc.",28.68 USD,+0.03%,406.509K,0.92,4.093B USD,19.39,1.48 USD,—,2.48%,Finance,Neutral
1629,FFIV,"F5, Inc.",171.45 USD,−0.19%,447.158K,1.51,10.237B USD,26.12,6.56 USD,+24.07%,0.00%,Technology Services,Neutral
1630,FFNW,"First Financial Northwest, Inc.",13.82 USD,−0.18%,10.932K,1.99,126.861M USD,15.22,0.91 USD,—,3.76%,Finance,Buy
1631,FFWM,First Foundation Inc.,9.95 USD,+8.03%,1.669M,2.81,561.616M USD,—,−3.27 USD,—,1.61%,Finance,Buy
1632,FG,"F&G Annuities & Life, Inc.",42.87 USD,−0.58%,134.412K,1.30,5.38B USD,38.01,1.13 USD,—,1.42%,Finance,Neutral
1633,FGBI,"First Guaranty Bancshares, Inc.",12.26 USD,−0.57%,13.248K,1.30,152.405M USD,12.40,0.99 USD,—,5.22%,Finance,Sell
1634,FGEN,"FibroGen, Inc",0.7500 USD,+2.24%,689.952K,0.42,73.755M USD,—,−3.06 USD,+21.15%,0.00%,Health Technology,Sell
1635,FGF,"FG Financial Group, Inc.",1.46 USD,−2.67%,12.582K,1.18,15.415M USD,6.69,0.22 USD,—,0.00%,Finance,—
1636,FGH,FG Group Holdings Inc.,1.39 USD,+18.80%,21.097K,0.76,27.394M USD,—,−0.57 USD,−21.95%,0.00%,Consumer Durables,—
1637,FGI,FGI Industries Ltd.,1.75 USD,+2.77%,2.673K,0.29,16.597M USD,18.65,0.09 USD,−76.11%,0.00%,Producer Manufacturing,Strong buy
1638,FHB,"First Hawaiian, Inc.",22.10 USD,−0.81%,2.157M,3.29,2.82B USD,10.59,2.09 USD,—,4.71%,Finance,Sell
1639,FHI,"Federated Hermes, Inc.",33.27 USD,−0.27%,524.699K,0.97,2.87B USD,10.81,3.08 USD,+12.60%,3.34%,Finance,Buy
1640,FHLT,Future Health ESG Corp.,10.67 USD,+0.38%,1.721K,2.88,70.332M USD,272.19,0.04 USD,—,0.00%,Finance,—
1641,FHN,First Horizon Corporation,14.49 USD,+3.50%,14.961M,2.29,8.097B USD,8.67,1.67 USD,—,4.14%,Finance,Buy
1642,FHTX,Foghorn Therapeutics Inc.,5.64 USD,+0.71%,228.272K,2.99,238.105M USD,—,−2.47 USD,+8.50%,0.00%,Health Technology,Strong buy
1643,FI,"Fiserv, Inc.",132.57 USD,−0.32%,2.565M,1.05,79.567B USD,27.74,4.78 USD,+50.10%,0.00%,Finance,Buy
1644,FIAC,Focus Impact Acquisition Corp.,10.89 USD,−0.18%,3.016K,0.06,179.171M USD,—,−0.07 USD,−114.52%,0.00%,Finance,—
1645,FIBK,"First Interstate BancSystem, Inc.",30.19 USD,−0.26%,648.782K,1.56,3.17B USD,11.15,2.71 USD,—,6.23%,Finance,Buy
1646,FICO,Fair Isaac Corporation,1115.46 USD,−0.18%,164.641K,1.38,27.567B USD,65.90,16.93 USD,+19.22%,0.00%,Technology Services,Buy
1647,FICV,Frontier Investment Corp,11.28 USD,−0.53%,313,0.11,87.236M USD,31.87,0.35 USD,+67.25%,0.00%,Finance,—
1648,FIGS,"FIGS, Inc.",6.15 USD,0.00%,6.663M,2.22,1.04B USD,69.81,0.09 USD,−48.18%,0.00%,Consumer Non-Durables,Neutral
1649,FIHL,Fidelis Insurance Holdings Limited,12.26 USD,−0.24%,822.622K,1.76,1.542B USD,—,—,—,0.00%,Finance,Buy
1650,FINW,FinWise Bancorp,14.48 USD,+0.98%,28.03K,1.29,180.907M USD,9.67,1.50 USD,—,0.00%,Finance,Strong buy
1651,F,FIP,3.64 USD,+4.00%,426.759K,0.78,362.145M USD,—,−1.93 USD,−42.84%,3.30%,Consumer Services,Strong buy
1652,FIS,"Fidelity National Information Services, Inc.",61.41 USD,+1.39%,4.635M,1.37,36.384B USD,—,−40.95 USD,−2771.08%,3.39%,Technology Services,Buy
1653,FISI,"Financial Institutions, Inc.",21.74 USD,+2.84%,147.277K,3.41,334.856M USD,6.56,3.31 USD,—,5.52%,Finance,Neutral
1654,FITB,Fifth Third Bancorp,35.40 USD,+2.85%,6.755M,1.51,24.108B USD,10.09,3.51 USD,—,3.84%,Finance,Buy
1655,FIVE,"Five Below, Inc.",200.84 USD,−2.01%,808.755K,1.21,11.085B USD,41.47,4.84 USD,+17.90%,0.00%,Retail Trade,Strong buy
1656,FIVN,"Five9, Inc.",72.28 USD,−2.32%,765.017K,1.01,5.254B USD,—,−1.16 USD,+4.61%,0.00%,Technology Services,Buy
1657,FIX,"Comfort Systems USA, Inc.",195.89 USD,−0.70%,207.624K,0.85,6.996B USD,24.50,8.00 USD,+26.65%,0.43%,Industrial Services,Buy
1658,FIXX,"Homology Medicines, Inc.",0.6200 USD,−0.16%,208.382K,0.94,35.919M USD,—,−2.27 USD,−2419.18%,0.00%,Health Technology,Neutral
1659,FIZZ,National Beverage Corp.,51.42 USD,−1.83%,219.804K,1.16,4.802B USD,29.34,1.75 USD,+19.75%,0.00%,Consumer Non-Durables,Strong sell
1660,FKWL,Franklin Wireless Corp.,3.20 USD,−2.02%,12.422K,0.42,37.754M USD,—,−0.17 USD,+47.92%,0.00%,Electronic Technology,—
1661,FL,"Foot Locker, Inc.",29.12 USD,+2.43%,3.667M,1.07,2.742B USD,35.45,0.82 USD,−81.31%,5.49%,Retail Trade,Neutral
1662,FLEX,Flex Ltd.,23.29 USD,+0.47%,5.98M,0.95,9.952B USD,13.48,1.73 USD,−1.35%,0.00%,Electronic Technology,Strong buy
1663,FLFV,Feutune Light Acquisition Corporation,10.85 USD,+0.37%,448,0.03,60.135M USD,93.13,0.12 USD,—,0.00%,Finance,—
1664,FLGC,Flora Growth Corp.,1.51 USD,+8.63%,78.009K,1.33,12.395M USD,—,−9.76 USD,—,0.00%,Health Technology,Strong buy
1665,FLGT,"Fulgent Genetics, Inc.",28.18 USD,−1.78%,101.478K,0.58,835.06M USD,—,−2.14 USD,−124.57%,0.00%,Health Services,Neutral
1666,FLIC,The First of Long Island Corporation,12.95 USD,−0.12%,326.859K,1.62,292.407M USD,9.74,1.33 USD,—,6.49%,Finance,Neutral
1667,FLL,"Full House Resorts, Inc.",4.94 USD,−0.40%,159.638K,1.42,170.862M USD,—,−0.57 USD,−532.52%,0.00%,Consumer Services,Buy
1668,FLME,Flame Acquisition Corp.,11.88 USD,−0.21%,18.416K,0.79,157.911M USD,—,−0.61 USD,−362.54%,0.00%,Finance,—
1669,FLNC,"Fluence Energy, Inc.",21.50 USD,−1.74%,1.86M,0.76,3.825B USD,—,−0.61 USD,+61.09%,0.00%,Producer Manufacturing,Buy
1670,FLNT,"Fluent, Inc.",0.7108 USD,−2.50%,126.355K,0.92,57.743M USD,—,−1.57 USD,−146.09%,0.00%,Technology Services,Neutral
1671,FLO,"Flowers Foods, Inc.",22.80 USD,+0.44%,1.741M,1.78,4.814B USD,35.74,0.64 USD,−37.90%,3.99%,Consumer Non-Durables,Neutral
1672,FLR,Fluor Corporation,38.31 USD,+5.02%,2.394M,1.69,6.527B USD,62.27,0.62 USD,—,0.00%,Industrial Services,Buy
1673,FLS,Flowserve Corporation,39.94 USD,+0.53%,716.9K,1.07,5.24B USD,21.43,1.86 USD,+191.16%,2.00%,Producer Manufacturing,Buy
1674,FLT,"FleetCor Technologies, Inc.",280.76 USD,−0.04%,351.521K,0.93,20.272B USD,22.01,12.75 USD,+5.07%,0.00%,Commercial Services,Buy
1675,FLUX,"Flux Power Holdings, Inc.",4.84 USD,−13.73%,152.918K,1.55,80.016M USD,—,−0.41 USD,+51.34%,0.00%,Producer Manufacturing,Strong buy
1676,FLWS,"1-800-FLOWERS.COM, Inc.",9.98 USD,+2.36%,599.723K,1.54,647.684M USD,—,−0.65 USD,−668.03%,0.00%,Retail Trade,Buy
1677,FLXS,"Flexsteel Industries, Inc.",18.33 USD,−2.50%,12.675K,0.75,95.344M USD,6.40,2.86 USD,—,3.27%,Consumer Durables,—
1678,FLYW,Flywire Corporation - Voting,21.85 USD,+1.58%,1.062M,0.70,2.653B USD,—,−0.10 USD,+77.51%,0.00%,Finance,Strong buy
1679,F,FLYX,6.75 USD,+4.33%,52.301K,0.53,46.784M USD,56.96,0.12 USD,−17.02%,0.00%,Transportation,—
1680,FMAO,"Farmers & Merchants Bancorp, Inc.",22.78 USD,+0.22%,53.333K,2.39,311.316M USD,12.74,1.79 USD,—,3.73%,Finance,Neutral
1681,FMBH,"First Mid Bancshares, Inc.",33.76 USD,+0.06%,69.248K,1.05,804.847M USD,9.88,3.42 USD,—,2.73%,Finance,Strong buy
1682,FMC,FMC Corporation,60.78 USD,+0.85%,1.13M,0.70,7.583B USD,15.48,3.93 USD,−23.75%,3.82%,Process Industries,Buy
1683,FMNB,Farmers National Banc Corp.,13.91 USD,−0.07%,149.969K,1.56,521.479M USD,10.41,1.34 USD,—,4.89%,Finance,Neutral
1684,FN,Fabrinet,184.29 USD,+0.93%,212.184K,0.77,6.695B USD,27.29,6.75 USD,+14.06%,0.00%,Electronic Technology,Strong buy
1685,FNA,"Paragon 28, Inc.",13.08 USD,+10.85%,1.177M,2.64,1.082B USD,—,−0.84 USD,−85.98%,0.00%,Health Technology,Strong buy
1686,FNB,F.N.B. Corporation,13.71 USD,+0.37%,3.998M,2.54,4.92B USD,8.77,1.56 USD,—,3.50%,Finance,Buy
1687,FNCB,FNCB Bancorp Inc. Common Stock,6.69 USD,−2.34%,57.935K,2.22,132.348M USD,9.07,0.74 USD,—,5.38%,Finance,—
1688,F,FNCH,3.45 USD,−0.29%,29.134K,0.63,5.54M USD,—,−62.63 USD,+6.83%,0.00%,Health Services,—
1689,FND,"Floor & Decor Holdings, Inc.",104.53 USD,+0.51%,892.233K,0.66,11.14B USD,40.49,2.58 USD,−0.50%,0.00%,Retail Trade,Neutral
1690,FNF,"FNF Group of Fidelity National Financial, Inc.",48.85 USD,+1.66%,1.626M,1.16,13.295B USD,20.25,2.41 USD,−57.62%,3.75%,Finance,Buy
1691,FNGR,"FingerMotion, Inc.",3.72 USD,+1.64%,235.024K,0.58,195.469M USD,—,−0.13 USD,+1.53%,0.00%,Technology Services,—
1692,FNKO,"Funko, Inc.",7.19 USD,−2.18%,384.929K,0.88,378.782M USD,—,−3.92 USD,−496.78%,0.00%,Consumer Durables,Neutral
1693,FNLC,"First Bancorp, Inc (ME)",27.99 USD,−2.54%,47.899K,2.59,310.52M USD,9.68,2.89 USD,—,4.93%,Finance,—
1694,FNVT,Finnovate Acquisition Corp.,11.08 USD,+0.09%,5.1K,0.26,100.671M USD,67.27,0.16 USD,—,0.00%,Finance,—
1695,FNWB,First Northwest Bancorp,15.50 USD,−1.71%,15.771K,1.35,149.086M USD,10.13,1.53 USD,—,1.81%,Finance,Neutral
1696,FNWD,Finward Bancorp,25.36 USD,+2.46%,460,0.09,109.061M USD,10.06,2.52 USD,—,4.89%,Finance,Strong buy
1697,FOA,Finance of America Companies Inc.,0.9478 USD,−3.50%,371.12K,3.46,83.353M USD,—,−2.51 USD,+72.43%,0.00%,Finance,Buy
1698,FOLD,"Amicus Therapeutics, Inc.",13.52 USD,+0.60%,1.863M,0.58,3.965B USD,—,−0.60 USD,+34.82%,0.00%,Health Technology,Buy
1699,FONR,Fonar Corporation,18.96 USD,−0.94%,12.592K,1.04,124.326M USD,11.71,1.62 USD,+8.09%,0.00%,Commercial Services,—
1700,FOR,Forestar Group Inc,33.97 USD,+0.80%,189.103K,1.14,1.695B USD,10.22,3.32 USD,−7.39%,0.00%,Finance,Buy
1701,FORA,Forian Inc.,2.54 USD,−20.38%,29.4K,0.70,78.678M USD,—,−0.18 USD,+81.44%,0.00%,Technology Services,Strong buy
1702,FORD,"Forward Industries, Inc.",0.7101 USD,−3.52%,5.557K,0.08,7.144M USD,—,−0.37 USD,−170.11%,0.00%,Consumer Durables,—
1703,FORL,Four Leaf Acquisition Corporation,10.52 USD,0.00%,1.803K,0.13,57.599M USD,104.16,0.10 USD,—,0.00%,Finance,—
1704,FORM,"FormFactor, Inc.",37.66 USD,−1.44%,460.182K,1.40,2.932B USD,—,−0.09 USD,−108.29%,0.00%,Electronic Technology,Buy
1705,FORR,"Forrester Research, Inc.",25.09 USD,−0.08%,71.86K,1.62,482.707M USD,238.05,0.11 USD,−93.56%,0.00%,Commercial Services,Neutral
1706,FOSL,"Fossil Group, Inc.",1.45 USD,+2.84%,882.795K,1.30,76.092M USD,—,−2.65 USD,−783.55%,0.00%,Consumer Durables,—
1707,FOUR,"Shift4 Payments, Inc.",70.41 USD,+0.53%,698.404K,0.85,5.808B USD,42.04,1.67 USD,+364.60%,0.00%,Commercial Services,Buy
1708,FOX,Fox Corporation,28.10 USD,+0.39%,1.318M,1.08,14.161B USD,13.79,2.04 USD,+2.11%,1.81%,Consumer Services,Neutral
1709,FOXF,Fox Factory Holding Corp.,66.36 USD,+2.23%,499.814K,1.79,2.812B USD,16.60,4.00 USD,−10.88%,0.00%,Producer Manufacturing,Buy
1710,F,FOXO,0.2915 USD,−4.24%,195.268K,0.17,1.865M USD,—,−8.18 USD,−22894.43%,0.00%,Technology Services,—
1711,FPAY,"FlexShopper, Inc.",1.65 USD,+0.61%,67.956K,0.47,35.725M USD,—,−0.01 USD,−110.14%,0.00%,Finance,Strong buy
1712,FPH,"Five Point Holdings, LLC",3.03 USD,−0.98%,30.797K,0.11,324.495M USD,12.15,0.25 USD,—,0.00%,Finance,—
1713,FRAF,Franklin Financial Services Corporation,28.56 USD,+0.07%,6.188K,1.38,124.566M USD,9.07,3.15 USD,—,4.48%,Finance,—
1714,FRBA,First Bank,13.84 USD,−1.28%,224.533K,3.60,349.442M USD,12.41,1.12 USD,—,1.73%,Finance,Strong buy
1715,FRD,Friedman Industries Inc.,15.55 USD,+0.19%,13.107K,0.50,114.686M USD,6.10,2.55 USD,+629.18%,0.51%,Non-Energy Minerals,—
1716,FREE,"Whole Earth Brands, Inc.",3.45 USD,+0.58%,52.37K,0.56,147.836M USD,—,−2.16 USD,−7434.92%,0.00%,Consumer Non-Durables,Strong buy
1717,FREY,"FREYR Battery, Inc.",1.72 USD,−9.47%,2.395M,0.84,240.293M USD,—,−0.14 USD,+88.93%,0.00%,Producer Manufacturing,Neutral
1718,FRGE,"Forge Global Holdings, Inc.",2.76 USD,−9.51%,804.901K,0.94,483.752M USD,—,−0.53 USD,+57.56%,0.00%,Technology Services,Buy
1719,FRGT,"Freight Technologies, Inc.",0.3251 USD,−6.20%,851.155K,0.38,1.837M USD,—,—,—,0.00%,Finance,Strong buy
1720,FRHC,Freedom Holding Corp.,79.66 USD,+0.11%,43.149K,0.70,4.752B USD,16.52,4.82 USD,+217.43%,0.00%,Finance,—
1721,FRLA,Fortune Rise Acquisition Corporation,11.03 USD,+0.27%,37.943K,7.51,61.809M USD,217.03,0.05 USD,—,0.00%,Finance,—
1722,FRME,First Merchants Corporation,36.18 USD,+0.78%,235.822K,1.35,2.165B USD,8.60,4.21 USD,—,3.70%,Finance,Strong buy
1723,FRO,Frontline Plc,22.24 USD,+6.26%,4.588M,1.88,4.951B USD,—,—,—,12.90%,Transportation,Buy
1724,FROG,JFrog Ltd.,31.30 USD,−0.48%,371.909K,0.49,3.283B USD,—,−0.72 USD,+21.18%,0.00%,Technology Services,Strong buy
1725,FRPH,"FRP Holdings, Inc.",59.12 USD,−1.73%,10.49K,1.05,560.286M USD,107.92,0.55 USD,+325.64%,0.00%,Finance,—
1726,FRPT,"Freshpet, Inc.",84.47 USD,+0.78%,513.27K,0.87,4.075B USD,—,−1.08 USD,+25.89%,0.00%,Consumer Non-Durables,Buy
1727,FRSH,Freshworks Inc.,21.91 USD,+2.05%,1.685M,0.86,6.468B USD,—,−0.57 USD,+36.75%,0.00%,Technology Services,Buy
1728,FRST,Primis Financial Corp.,12.75 USD,+1.67%,254.596K,2.70,314.692M USD,61.74,0.21 USD,—,3.14%,Finance,Strong buy
1729,FRZA,"Forza X1, Inc.",0.4710 USD,+0.43%,35.928K,0.51,7.434M USD,—,−0.52 USD,—,0.00%,Consumer Durables,—
1730,FSBC,Five Star Bancorp,25.48 USD,+0.24%,35.467K,1.51,439.709M USD,8.72,2.92 USD,—,2.94%,Finance,Buy
1731,FSBW,"FS Bancorp, Inc.",37.59 USD,+0.70%,43.344K,2.69,293.124M USD,8.75,4.30 USD,—,2.66%,Finance,Buy
1732,FSEA,"First Seacoast Bancorp, Inc.",7.73 USD,+0.39%,10.772K,0.71,39.25M USD,—,−0.53 USD,—,0.00%,Finance,—
1733,FSFG,"First Savings Financial Group, Inc.",16.83 USD,−0.59%,7.852K,0.69,115.857M USD,14.20,1.19 USD,—,3.33%,Finance,Strong buy
1734,FSI,Flexible Solutions International Inc.,1.80 USD,−2.82%,9.767K,0.24,22.357M USD,6.08,0.30 USD,−6.69%,0.00%,Process Industries,Strong buy
1735,FSK,FS KKR Capital Corp.,20.72 USD,−0.81%,2.233M,1.29,5.803B USD,8.64,2.40 USD,+232.63%,13.51%,Finance,Buy
1736,FSLR,"First Solar, Inc.",166.87 USD,+0.34%,1.106M,0.71,17.829B USD,37.81,4.41 USD,+400.82%,0.00%,Electronic Technology,Strong buy
1737,FSLY,"Fastly, Inc.",16.17 USD,−1.22%,1.782M,0.85,2.115B USD,—,−1.24 USD,+26.35%,0.00%,Technology Services,Buy
1738,FSR,Fisker Inc.,1.33 USD,−8.90%,40.813M,1.15,466.239M USD,—,−1.44 USD,+16.62%,0.00%,Consumer Durables,Neutral
1739,FSS,Federal Signal Corporation,72.14 USD,−0.80%,363.14K,1.47,4.395B USD,30.39,2.37 USD,+37.95%,0.54%,Producer Manufacturing,Buy
1740,FSTR,L.B. Foster Company,22.29 USD,−0.58%,47.352K,1.08,246.888M USD,—,−3.92 USD,−2009.70%,0.00%,Producer Manufacturing,Buy
1741,FTAI,FTAI Aviation Ltd.,46.00 USD,+0.46%,448.18K,0.78,4.611B USD,37.90,1.21 USD,—,2.61%,Finance,Strong buy
1742,FTCI,"FTC Solar, Inc.",0.6248 USD,−2.48%,467.603K,0.34,78.104M USD,—,−0.54 USD,+47.74%,0.00%,Technology Services,Buy
1743,FTDR,"Frontdoor, Inc.",33.03 USD,−1.43%,500.311K,0.87,2.63B USD,15.61,2.12 USD,+148.40%,0.00%,Consumer Durables,Buy
1744,FTEK,"Fuel Tech, Inc.",1.04 USD,−0.10%,10.631K,0.19,31.57M USD,—,−0.05 USD,−9.43%,0.00%,Process Industries,Strong buy
