,Symbol,Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E,EPS (dil TTM),EPS Growth (TTM YoY),Div Yield % TTM,Sector,Analyst Rating
837,CEP,"Cantor Equity Partners, Inc.",10.03,0.00%,2199.0,0.15,103309000.0,—,—,—,0.00%,Finance,—
838,CERO,"CERo Therapeutics Holdings, Inc.",0.0951,+0.63%,2971000.0,0.33,4906000.0,—,−0.41 USD,−28.24%,0.00%,Finance,—
839,CERS,Cerus Corporation,1.82,+5.20%,1297000.0,0.98,337241000.0,—,−0.13 USD,+53.83%,0.00%,Health technology,Buy
840,CERT,"Certara, Inc.",11.45,−1.12%,1189000.0,1.06,1842000000.0,—,−0.49 USD,−510.57%,0.00%,Technology services,Buy
841,CETX,Cemtrex Inc.,0.435,−7.25%,31233000.0,4.87,126424.0,—,−237.69 USD,+64.59%,0.00%,Electronic technology,—
842,CETY,"Clean Energy Technologies, Inc.",0.811,−2.29%,13964.0,0.54,36151000.0,—,−0.15 USD,−256.54%,0.00%,Producer manufacturing,—
843,CEVA,"CEVA, Inc.",25.26,+3.10%,79389.0,0.62,598307000.0,—,−0.30 USD,+77.77%,0.00%,Electronic technology,Strong buy
844,CF,"CF Industries Holdings, Inc.",87.81,−0.52%,886060.0,0.60,15842000000.0,15.63,5.62 USD,−53.52%,2.16%,Process industries,Neutral
845,CFB,"CrossFirst Bankshares, Inc.",16.18,+2.47%,356494.0,1.61,796706000.0,11.38,1.42 USD,—,0.00%,Finance,Buy
846,CFBK,CF Bankshares Inc.,22.03,−2.74%,7489.0,1.67,140730000.0,10.93,2.02 USD,—,1.09%,Finance,—
847,CFFI,C&F Financial Corporation,59.55,+0.13%,9643.0,3.07,194544000.0,10.41,5.72 USD,—,2.96%,Finance,—
848,CFFN,"Capitol Federal Financial, Inc.",5.82,+3.37%,559910.0,1.08,772528000.0,—,−0.85 USD,—,5.84%,Finance,Neutral
849,CFFS,CF Acquisition Corp. VII,11.08,0.00%,4062.0000000000005,1.77,113904000.0,—,−0.10 USD,−374.60%,0.00%,Finance,—
850,CFG,"Citizens Financial Group, Inc.",42.61,+3.17%,4845000.0,1.14,19102000000.0,16.23,2.63 USD,—,3.94%,Finance,Buy
851,CFLT,"Confluent, Inc.",22.23,−0.49%,3332000.0,0.87,7174000000.0,—,−1.19 USD,+28.10%,0.00%,Technology services,Buy
852,CFR,"Cullen/Frost Bankers, Inc.",118.8,+2.57%,378627.0,1.00,7606000000.0,14.51,8.19 USD,—,3.12%,Finance,Neutral
853,CFSB,"CFSB Bancorp, Inc.",6.77,0.00%,,0.07,44840000.0,"1,302.35",0.01 USD,—,0.00%,Finance,—
854,CG,The Carlyle Group Inc.,48.27,+2.83%,2787000.0,1.14,17202000000.0,—,−1.11 USD,−199.74%,2.90%,Finance,Buy
855,CGA,"China Green Agriculture, Inc.",2.04,−0.98%,2912.0,0.12,30177000.0,—,−2.00 USD,−44.33%,0.00%,Process industries,—
856,CGBD,"Carlyle Secured Lending, Inc.",17.25,+0.41%,204524.0,1.13,877136000.0,9.02,1.91 USD,+34.20%,10.78%,Finance,Neutral
857,CGBS,Crown LNG Holdings Limited,0.3033,+1.07%,376894.0,0.61,2389000.0,—,−0.88 USD,−597.28%,0.00%,Miscellaneous,—
858,CGEM,"Cullinan Therapeutics, Inc.",16.22,+2.21%,388951.0,1.06,940381000.0,—,−3.10 USD,+7.74%,0.00%,Health technology,Strong buy
859,CGEN,Compugen Ltd.,1.72,0.00%,140226.0,0.59,154003000.0,—,−0.11 USD,+72.35%,0.00%,Health technology,Strong buy
860,CGNT,Cognyte Software Ltd.,6.69,+2.61%,200365.0,0.74,480977000.0,—,−0.06 USD,+94.18%,0.00%,Technology services,Neutral
861,CGNX,Cognex Corporation,39.53,+2.62%,979685.0,1.14,6779000000.0,87.17,0.45 USD,−54.36%,0.76%,Electronic technology,Buy
862,CGON,"CG Oncology, Inc.",36.09,+4.67%,397844.0,0.95,2421000000.0,—,—,—,0.00%,Health technology,Strong buy
863,CGTX,"Cognition Therapeutics, Inc.",0.4003,−2.13%,322663.0,0.42,16065000.000000002,—,−0.93 USD,−11.41%,0.00%,Health technology,Strong buy
864,CHCI,"Comstock Holding Companies, Inc.",11.39,+13.11%,38930.0,0.60,112323000.0,13.76,0.83 USD,+35.51%,0.00%,Consumer durables,—
865,CHCO,City Holding Company,118.5,+2.80%,36567.0,0.93,1742000000.0,15.28,7.75 USD,—,2.41%,Finance,Neutral
866,CHD,"Church & Dwight Company, Inc.",101.61,+1.39%,1120000.0,0.88,24876000000.0,31.29,3.25 USD,+80.38%,1.11%,Consumer non-durables,Neutral
867,CHDN,"Churchill Downs, Incorporated",139.07,−0.66%,408007.0,0.93,10210000000.0,25.65,5.42 USD,+16.40%,0.27%,Consumer services,Strong buy
868,CHE,Chemed Corp,589.88,−0.02%,108963.0,1.26,8878000000.0,29.92,19.72 USD,+31.46%,0.29%,Health services,Buy
869,CHEB,Chenghe Acquisition II Co.,10.02,−0.10%,2910.0,0.11,89886000.0,—,—,—,0.00%,Finance,—
870,CHEF,"The Chefs' Warehouse, Inc.",39.88,+1.86%,135050.0,0.38,1588000000.0,41.74,0.96 USD,+116.08%,0.00%,Distribution services,Strong buy
871,CHEK,Check-Cap Ltd.,1.45,−2.03%,8195.0,0.43,8483000.0,—,—,—,0.00%,Health technology,—
872,CHGG,"Chegg, Inc.",1.54,+0.65%,4731000.0,1.29,159652000.0,—,−6.30 USD,−488.96%,0.00%,Commercial services,Neutral
873,CHH,"Choice Hotels International, Inc.",133.7,+0.21%,421413.0,1.78,6313000000.0,27.73,4.82 USD,−13.59%,0.86%,Consumer services,Neutral
874,CHKP,Check Point Software Technologies Ltd.,208.54,−0.22%,817740.0,1.37,22936000000.0,28.84,7.23 USD,+5.07%,0.00%,Technology services,Buy
875,CHMG,Chemung Financial Corp,47.6,+1.45%,15117.0,1.61,226387000.0,9.63,4.94 USD,—,2.61%,Finance,Buy
876,CHNR,"China Natural Resources, Inc.",0.8081,+11.68%,205088.0,1.03,7973000.0,—,—,—,0.00%,Distribution services,—
877,CHPT,"ChargePoint Holdings, Inc.",1.34,+2.29%,12774000.0,1.11,578318000.0,—,−0.98 USD,+7.37%,0.00%,Retail trade,Neutral
878,CHR,"Cheer Holding, Inc.",2.81,−4.75%,25622.0,1.11,28902000.0,0.83,3.39 USD,+37.61%,0.00%,Technology services,—
879,CHRD,Chord Energy Corporation,133.71,−0.33%,748086.0,0.99,8273999999.999999,6.49,20.60 USD,−49.71%,3.74%,Energy minerals,Strong buy
880,CHRO,Chromocell Therapeutics Corporation,0.566,+2.91%,31697.0,0.22,3264000.0,—,−1.68 USD,−202.17%,0.00%,Health technology,Strong buy
881,CHRS,"Coherus BioSciences, Inc.",0.9902,+2.02%,2537000.0,0.75,114080000.0,—,−0.41 USD,+87.55%,0.00%,Health technology,Buy
882,CHRW,"C.H. Robinson Worldwide, Inc.",110.17,+1.97%,620937.0,0.61,12921000000.0,39.73,2.77 USD,−36.17%,2.22%,Transportation,Neutral
883,CHSN,Chanson International Holding,12.24,−17.35%,6929000.0,3.70,192603000.0,—,−0.00 USD,−167.57%,0.00%,Consumer non-durables,—
884,CHTR,"Charter Communications, Inc.",326.05,−0.83%,495932.0,0.47,52061000000.0,10.40,31.36 USD,+5.37%,0.00%,Consumer services,Neutral
885,CHUY,"Chuy's Holdings, Inc.",37.48,+0.03%,1224000.0,3.74,645875000.0,24.42,1.53 USD,+6.12%,0.00%,Consumer services,Neutral
886,CHWY,"Chewy, Inc.",29.1,−1.42%,4381000.0,0.85,12167000000.0,34.97,0.83 USD,+623.65%,0.00%,Retail trade,Buy
887,CHX,ChampionX Corporation,31.96,+0.69%,2272000.0,1.09,6088000000.0,19.53,1.64 USD,+32.50%,1.13%,Process industries,Strong buy
888,CI,The Cigna Group,350.3,−0.06%,786700.0,0.73,97926000000.0,27.55,12.71 USD,−42.07%,1.55%,Health services,Strong buy
889,CIA,"Citizens, Inc.",4.75,−8.83%,271638.0,1.42,236876000.0,10.85,0.44 USD,+139.68%,0.00%,Finance,Strong buy
890,CIEN,Ciena Corporation,68.47,−0.04%,3223000.0,1.31,9889000000.0,73.00,0.94 USD,−36.56%,0.00%,Electronic technology,Buy
891,CIFR,Cipher Mining Inc.,4.19,+14.17%,7404000.0,0.94,1378000000.0,82.64,0.05 USD,—,0.00%,Technology services,Strong buy
892,CINF,Cincinnati Financial Corporation,136.39,+1.02%,489132.0,1.12,21310000000.0,10.01,13.63 USD,+59.26%,2.33%,Finance,Buy
893,CING,Cingulate Inc.,4.84,+8.76%,197070.0,1.75,14734000.0,—,−156.56 USD,+61.24%,0.00%,Health technology,Buy
894,CINT,CI&T Inc,7.02,−3.97%,82986.0,2.39,941505000.0,37.80,0.19 USD,−23.99%,0.00%,Technology services,Buy
895,CION,CION Investment Corporation,11.88,+0.85%,147350.0,1.05,635037000.0,5.06,2.35 USD,+227.83%,11.78%,Miscellaneous,Neutral
896,CISO,"CISO Global, Inc.",0.985,−6.19%,48513.0,0.42,11645000.0,—,−2.59 USD,+68.06%,0.00%,Technology services,—
897,CISS,C3is Inc.,1.11,+0.91%,114397.0,0.88,11386000.0,0.01,171.37 USD,—,0.00%,Transportation,—
898,CITE,Cartica Acquisition Corp,11.46,−0.09%,15306.0,0.60,91673000.0,—,−0.77 USD,−359.22%,0.00%,Finance,—
899,CIVB,"Civista Bancshares, Inc.",17.75,+1.60%,19795.0,0.44,279323000.0,8.34,2.13 USD,—,3.61%,Finance,Buy
900,CIVI,"Civitas Resources, Inc.",54.27,+1.14%,890089.0,0.71,5337000000.0,6.27,8.65 USD,−29.09%,3.69%,Energy minerals,Strong buy
901,CIX,CompX International Inc.,31.09,+4.72%,1622.0,0.28,382984000.0,18.19,1.71 USD,+5.99%,3.70%,Producer manufacturing,—
902,CJET,"Chijet Motor Company, Inc.",1.94,−2.02%,6886.0,0.22,10392000.0,—,−9.21 USD,"−2,983.33%",0.00%,Consumer durables,—
903,CJJD,"China Jo-Jo Drugstores, Inc.",1.9,−1.74%,9240.0,0.16,12643000.0,—,−2.67 USD,+98.69%,0.00%,Retail trade,—
904,CKPT,"Checkpoint Therapeutics, Inc.",2.44,+2.74%,194218.0,0.53,109618000.0,—,−1.50 USD,+71.03%,0.00%,Health technology,Strong buy
905,CKX,"CKX Lands, Inc.",13.23,−1.78%,,0.44,26818000.0,63.24,0.21 USD,—,0.00%,Miscellaneous,—
906,CL,Colgate-Palmolive Company,100.1,+0.87%,4859000.0,1.05,81790000000.0,29.10,3.44 USD,+91.83%,1.96%,Consumer non-durables,Buy
907,CLAR,Clarus Corporation,4.39,−1.79%,300481.0,1.31,168410000.0,24.86,0.18 USD,—,2.28%,Consumer durables,Buy
908,CLB,Core Laboratories Inc.,19.31,+1.21%,421800.0,1.49,905889000.0,32.90,0.59 USD,−29.72%,0.21%,Energy minerals,Sell
909,CLBK,"Columbia Financial, Inc.",16.79,+2.32%,46571.0,0.75,1758000000.0,89.69,0.19 USD,—,0.00%,Finance,Buy
910,CLBR,Colombier Acquisition Corp. II,10.2,−0.29%,,0.16,216763000.0,58.16,0.18 USD,—,0.00%,Finance,—
911,CLBT,Cellebrite DI Ltd.,18.06,+1.80%,1547000.0,1.29,3758000000.0,—,−0.53 USD,−135.47%,0.00%,Technology services,Strong buy
912,CLDI,"Calidi Biotherapeutics, Inc.",1.06,+2.79%,31214.0,0.45,11581000.0,—,−7.16 USD,+20.50%,0.00%,Health technology,Buy
913,CLDX,"Celldex Therapeutics, Inc.",31.32,+5.53%,559948.0,0.61,2076000000.0,—,−2.74 USD,−14.24%,0.00%,Health technology,Strong buy
914,CLEU,China Liberal Education Holdings Limited,0.305,+3.81%,746141.0,0.66,1022000.0,—,—,—,0.00%,Commercial services,—
915,CLF,Cleveland-Cliffs Inc.,13.14,+3.46%,9067000.0,0.86,6150000000.0,164.87,0.08 USD,−81.90%,0.00%,Non-energy minerals,Neutral
916,CLFD,"Clearfield, Inc.",36.0,+1.38%,74336.0,1.17,512566000.00000006,—,−0.61 USD,−118.68%,0.00%,Electronic technology,Strong buy
917,CLGN,CollPlant Biotechnologies Ltd.,4.67,+2.26%,2599.0,0.27,53447000.0,—,−1.53 USD,−142.64%,0.00%,Health technology,Strong buy
918,CLH,"Clean Harbors, Inc.",258.55,+1.65%,189919.0,0.84,13955000000.0,35.73,7.24 USD,−3.14%,0.00%,Industrial services,Strong buy
919,CLIK,Click Holdings Limited,1.6,+9.59%,935200.0,—,,—,—,—,—,Miscellaneous,—
920,CLIR,ClearSign Technologies Corporation,0.836,−0.48%,40717.0,1.07,41972000.0,—,−0.13 USD,+12.21%,0.00%,Producer manufacturing,Strong buy
921,CLMB,"Climb Global Solutions, Inc.",105.69,+3.19%,25934.0,0.64,486892000.0,34.93,3.03 USD,+15.54%,0.64%,Distribution services,Strong buy
922,CLMT,"Calumet, Inc",20.67,+2.17%,346636.0,0.67,1775000000.0,—,−0.31 USD,+42.76%,0.00%,Energy minerals,Buy
923,CLNE,Clean Energy Fuels Corp.,2.91,+4.30%,2155000.0,2.10,650174000.0,—,−0.36 USD,−3.62%,0.00%,Utilities,Strong buy
924,CLNN,Clene Inc.,5.57,+1.09%,31923.0,0.37,44349000.0,—,−0.24 USD,+62.60%,0.00%,Health technology,Strong buy
925,CLOV,"Clover Health Investments, Corp.",4.07,+3.04%,7777000.0,0.72,2025000000.0,—,−0.26 USD,+52.91%,0.00%,Finance,Buy
926,CLPS,CLPS Incorporation,1.4,−0.72%,7363.0,0.29,35862000.0,—,—,—,0.00%,Technology services,—
927,CLPT,ClearPoint Neuro Inc.,11.61,+1.93%,121877.0,1.01,320386000.0,—,−0.71 USD,+16.76%,0.00%,Health technology,Strong buy
928,CLRB,"Cellectar Biosciences, Inc.",2.12,+0.95%,119397.0,0.52,76000000.0,—,−3.08 USD,+79.44%,0.00%,Health technology,Strong buy
929,CLRO,"ClearOne, Inc.",0.585,−3.31%,8585.0,0.84,14022000.0,—,−0.14 USD,−117.14%,0.00%,Consumer durables,—
930,CLSD,"Clearside Biomedical, Inc.",1.24,−6.06%,1648000.0,0.67,92685000.0,—,−0.50 USD,+15.68%,0.00%,Health technology,Strong buy
931,CLSK,"CleanSpark, Inc.",9.59,+10.74%,24207000.0,1.26,2428000000.0,—,−0.78 USD,+49.92%,0.00%,Technology services,Strong buy
932,CLST,"Catalyst Bancorp, Inc.",11.35,−0.36%,10768.0,1.50,50450000.0,—,−0.90 USD,—,0.00%,Finance,—
933,CLVT,Clarivate Plc,6.77,+0.30%,1936000.0,0.59,4902000000.0,—,−1.91 USD,+70.18%,0.00%,Commercial services,Buy
934,CLW,Clearwater Paper Corporation,27.76,+2.36%,225319.0,0.84,461705000.0,10.36,2.68 USD,−33.12%,0.00%,Process industries,Neutral
935,CLWT,Euro Tech Holdings Company Limited,1.65,−0.60%,2802.0,0.56,12732000.0,—,—,—,0.00%,Electronic technology,—
936,CLX,Clorox Company (The),160.3,+1.42%,864047.0,0.91,19824000000.0,71.58,2.24 USD,+86.94%,3.01%,Consumer non-durables,Neutral
937,CLYM,"Climb Bio, Inc.",5.42,+5.45%,334722.0,0.62,363466000.0,—,−2.15 USD,−26.52%,0.00%,Health technology,—
938,CMA,Comerica Incorporated,61.28,+3.23%,1746000.0,1.13,8130000000.000001,13.55,4.52 USD,—,4.63%,Finance,Neutral
939,CMAX,"CareMax, Inc.",1.65,0.00%,11501.0,0.24,6295000.0,—,−208.41 USD,−490.79%,0.00%,Health services,Neutral
940,CMBM,Cambium Networks Corporation,1.45,+2.11%,65706.0,1.42,40908000.0,—,−4.14 USD,−654.94%,0.00%,Communications,Buy
941,CMC,Commercial Metals Company,53.52,+1.02%,677574.0,0.88,6154000000.0,11.15,4.80 USD,−40.64%,1.27%,Non-energy minerals,Buy
942,CMCL,Caledonia Mining Corporation Plc,15.97,+2.31%,102221.0,1.02,306856000.0,25.28,0.63 USD,—,3.51%,Non-energy minerals,Strong buy
943,CMCO,Columbus McKinnon Corporation,34.77,+1.58%,84590.0,0.35,1004000000.0,21.97,1.58 USD,−7.52%,0.81%,Producer manufacturing,Strong buy
944,CMCSA,Comcast Corporation,41.26,+0.39%,10448000.0,0.69,159779000000.0,10.99,3.75 USD,+137.96%,2.91%,Consumer services,Buy
945,CME,CME Group Inc.,221.72,+0.21%,1123000.0,0.59,79841000000.0,24.46,9.07 USD,+10.74%,4.42%,Finance,Neutral
946,CMG,"Chipotle Mexican Grill, Inc.",58.65,+0.55%,7293000.0,0.92,80320000000.0,57.47,1.02 USD,+27.47%,0.00%,Consumer services,Buy
947,CMI,Cummins Inc.,336.07,+0.97%,412743.0,0.76,46058000000.0,24.35,13.80 USD,−22.70%,2.04%,Producer manufacturing,Neutral
948,CMLS,Cumulus Media Inc.,1.36,+4.62%,18723.0,0.38,35134000.0,—,−8.25 USD,−950.84%,0.00%,Consumer services,Neutral
949,CMND,Clearmind Medicine Inc.,1.36,0.00%,359168.0,0.71,5517000.0,—,−13.21 USD,+83.30%,0.00%,Non-energy minerals,—
950,CMP,Compass Minerals Intl Inc,12.47,−1.27%,561312.0,0.74,515433000.0,—,−4.11 USD,"−1,991.26%",4.81%,Process industries,Buy
951,CMPO,"CompoSecure, Inc.",14.3,+3.03%,627198.0,0.80,1180000000.0,14.36,1.00 USD,+57.92%,2.10%,Commercial services,Strong buy
952,CMPR,Cimpress plc,81.84,+2.16%,104295.0,0.76,2067000000.0000002,12.62,6.48 USD,—,0.00%,Commercial services,Strong buy
953,CMPX,"Compass Therapeutics, Inc.",1.98,+14.45%,545345.0,1.30,272427000.0,—,−0.36 USD,+3.33%,0.00%,Health technology,Strong buy
954,CMRE,Costamare Inc.,14.65,−0.54%,241026.0,0.64,1750000000.0,5.18,2.83 USD,−30.97%,3.14%,Transportation,Neutral
955,CMRX,"Chimerix, Inc.",0.89,+1.84%,103036.0,0.97,79778000.0,—,−0.95 USD,−146.17%,0.00%,Health technology,Strong buy
956,CMS,CMS Energy Corporation,69.34,+0.29%,2278000.0,1.09,20714000000.0,21.34,3.25 USD,+29.86%,2.93%,Utilities,Buy
957,CMT,Core Molding Technologies Inc,17.24,+0.58%,15485.0,0.34,151012000.0,9.11,1.89 USD,−17.64%,0.00%,Producer manufacturing,Strong buy
958,CMTG,"Claros Mortgage Trust, Inc.",6.18,−0.48%,336301.0,0.91,858738000.0,—,−0.71 USD,−264.67%,13.75%,Finance,Sell
959,CMTL,Comtech Telecommunications Corp.,4.49,+3.22%,246712.0,0.45,127937000.0,—,−1.40 USD,−9.84%,0.00%,Electronic technology,Buy
960,CNA,CNA Financial Corporation,49.04,+1.05%,293456.0,0.89,13282000000.0,10.44,4.70 USD,+33.76%,3.55%,Finance,Sell
961,CNC,Centene Corporation,72.44,+1.14%,3542000.0,0.94,38106000000.0,13.74,5.27 USD,+8.60%,0.00%,Health services,Buy
962,CNDT,Conduent Incorporated,4.05,+1.76%,493175.0,0.64,657713000.0,19.96,0.20 USD,—,0.00%,Commercial services,Strong buy
963,CNET,ZW Data Action Technologies Inc.,2.02,−11.40%,91708.0,0.08,3638000.0,—,−0.62 USD,+54.80%,0.00%,Commercial services,—
964,CNEY,CN Energy Group Inc.,0.7,−1.41%,1606000.0,0.06,1843000.0,—,−2.25 USD,−173.79%,0.00%,Producer manufacturing,—
965,CNFR,"Conifer Holdings, Inc.",1.14,−0.87%,17633.0,0.85,13934000.0,—,−2.13 USD,−688.53%,0.00%,Finance,—
966,CNH,CNH Industrial N.V.,11.25,+1.17%,5161000.0,0.59,14105000000.0,7.31,1.54 USD,−10.60%,4.18%,Producer manufacturing,Buy
967,CNK,"Cinemark Holdings, Inc.",29.68,+3.67%,3758000.0,1.84,3632000000.0,30.38,0.98 USD,—,0.00%,Consumer services,Buy
968,CNM,"Core & Main, Inc.",44.05,+0.62%,2257000.0,0.91,8860000000.0,21.10,2.09 USD,−1.08%,0.00%,Distribution services,Buy
969,CNMD,CONMED Corporation,64.02,+3.58%,368792.0,0.82,1974000000.0,20.37,3.14 USD,+10.94%,1.25%,Health technology,Buy
970,CNNE,"Cannae Holdings, Inc.",18.69,+2.47%,307262.0,0.89,1173000000.0,—,−6.78 USD,"−4,114.24%",1.28%,Consumer services,Strong buy
971,CNO,"CNO Financial Group, Inc.",35.0,+2.22%,669759.0,1.01,3702000000.0,9.07,3.86 USD,+102.22%,1.77%,Finance,Neutral
972,CNOB,"ConnectOne Bancorp, Inc.",25.72,+3.46%,145851.0,0.76,986831000.0,14.05,1.83 USD,—,2.72%,Finance,Buy
973,CNP,"CenterPoint Energy, Inc (Holding Co)",29.57,+0.27%,4675000.0,0.63,19271000000.0,18.30,1.62 USD,+40.00%,2.71%,Utilities,Neutral
974,CNS,Cohen & Steers Inc,93.82,+2.17%,143659.0,0.74,4743000000.0,36.71,2.56 USD,−12.48%,2.49%,Finance,Neutral
975,CNSL,"Consolidated Communications Holdings, Inc.",4.64,+0.22%,95064.0,0.30,549734000.0,—,−2.13 USD,+24.97%,0.00%,Communications,Neutral
976,CNSP,"CNS Pharmaceuticals, Inc.",0.1183,+0.77%,798667.0,0.57,3803000.0,—,−128.91 USD,+74.24%,0.00%,Health technology,Strong buy
977,CNTM,"ConnectM Technology Solutions, Inc.",1.13,−4.24%,325084.0,1.49,26514000.0,—,−1.67 USD,−115.30%,0.00%,Industrial services,—
978,CNTX,Context Therapeutics Inc.,1.96,+14.62%,83419.0,0.15,146997000.0,—,−1.06 USD,+9.42%,0.00%,Health technology,Strong buy
979,CNTY,"Century Casinos, Inc.",2.66,−3.27%,50442.0,0.85,81616000.0,—,−2.63 USD,"−1,679.73%",0.00%,Consumer services,Buy
980,CNVS,Cineverse Corp.,1.45,+5.84%,204108.0,0.71,22774000.0,—,−1.56 USD,−89.70%,0.00%,Consumer services,Strong buy
981,CNX,CNX Resources Corporation,36.29,+4.49%,3844000.0,1.66,5488000000.0,12.44,2.92 USD,−69.17%,0.00%,Energy minerals,Neutral
982,CNXC,Concentrix Corporation,47.94,+4.17%,794143.0,0.64,3107000000.0,15.52,3.09 USD,−53.79%,2.52%,Commercial services,Buy
983,CNXN,"PC Connection, Inc.",73.69,+1.06%,29564.0,0.45,1938000000.0,22.01,3.35 USD,+16.58%,0.52%,Technology services,Neutral
984,COCH,"Envoy Medical, Inc.",2.67,−4.64%,26781.0,0.85,52682000.0,—,−0.71 USD,"−7,248.00%",0.00%,Health technology,Strong buy
985,COCO,"The Vita Coco Company, Inc.",28.25,−0.04%,286267.0,0.78,1604000000.0,30.23,0.93 USD,+86.66%,0.00%,Consumer non-durables,Buy
986,COCP,"Cocrystal Pharma, Inc.",1.76,+0.57%,7867.0,0.57,17906000.0,—,−1.76 USD,+82.38%,0.00%,Health technology,Strong buy
987,CODA,"Coda Octopus Group, Inc.",7.91,−1.12%,34007.0,1.48,88556000.0,29.84,0.27 USD,−28.06%,0.00%,Electronic technology,Strong buy
988,CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,20.93,+0.48%,140582.0,0.87,1583000000.0,—,−2.41 USD,−129.96%,4.78%,Finance,Buy
989,CODX,"Co-Diagnostics, Inc.",1.28,+0.79%,48436.0,0.51,40846000.0,—,−1.24 USD,+1.38%,0.00%,Health technology,Neutral
990,COEP,"Coeptis Therapeutics Holdings, Inc.",0.179,+2.29%,595818.0,1.40,7154000.0,—,−0.51 USD,+32.31%,0.00%,Health technology,—
991,COF,Capital One Financial Corporation,155.68,+3.01%,2499000.0,1.36,59447000000.0,14.64,10.63 USD,—,1.54%,Finance,Buy
992,COFS,"ChoiceOne Financial Services, Inc.",30.6,+4.90%,36066.0,1.39,274099000.0,10.25,2.98 USD,—,3.53%,Finance,—
993,COGT,"Cogent Biosciences, Inc.",11.25,+1.44%,818873.0,0.92,1231000000.0,—,−2.48 USD,−12.63%,0.00%,Health technology,Strong buy
994,COHN,Cohen & Company Inc.,8.65,+1.65%,,0.22,16869000.0,3.47,2.49 USD,—,11.56%,Finance,—
995,COHR,Coherent Corp.,104.62,+5.64%,3959000.0,1.78,16154000000.0,—,−1.85 USD,+36.91%,0.00%,Electronic technology,Buy
996,COHU,"Cohu, Inc.",25.47,+3.71%,265545.0,1.16,1195000000.0,—,−0.61 USD,−140.31%,0.00%,Electronic technology,Buy
997,COIN,"Coinbase Global, Inc.",176.38,+7.37%,10767000.0,1.34,43826000000.0,31.73,5.56 USD,—,0.00%,Finance,Buy
998,COKE,"Coca-Cola Consolidated, Inc.",1282.91,+1.26%,25677.0,0.79,11239000000.0,26.30,48.77 USD,−4.08%,0.16%,Consumer non-durables,—
999,COLB,"Columbia Banking System, Inc.",26.9,+3.66%,2071000.0000000002,1.53,5635000000.0,11.86,2.27 USD,—,5.35%,Finance,Neutral
1000,COLL,"Collegium Pharmaceutical, Inc.",37.72,+2.95%,353154.0,0.76,1215000000.0,14.62,2.58 USD,—,0.00%,Health technology,Buy
1001,COLM,Columbia Sportswear Company,80.13,+0.86%,225857.0,0.73,4692000000.0,21.36,3.75 USD,−19.98%,1.50%,Consumer non-durables,Neutral
1002,COMM,"CommScope Holding Company, Inc.",6.01,−0.66%,4189000.0,1.18,1297000000.0,—,−8.17 USD,−37.07%,0.00%,Electronic technology,Neutral
1003,COMP,"Compass, Inc.",5.91,+5.16%,2810000.0,0.80,3100000000.0,—,−0.49 USD,+57.87%,0.00%,Technology services,Buy
1004,CON,"Concentra Group Holdings Parent, Inc.",20.09,+1.41%,205156.0,0.69,2543000000.0,—,—,—,0.00%,Health services,Strong buy
1005,COO,"The Cooper Companies, Inc.",106.74,+0.41%,892665.0,0.92,21258000000.0,59.47,1.79 USD,+29.75%,0.00%,Health technology,Buy
1006,COOK,"Traeger, Inc.",3.34,+2.45%,159481.0,1.08,432417000.0,—,−0.41 USD,+82.70%,0.00%,Consumer durables,Buy
1007,COOP,Mr. Cooper Group Inc.,95.19,+0.44%,416784.0,1.08,6138000000.0,8.99,10.59 USD,+154.53%,0.00%,Finance,Buy
1008,COOT,Australian Oilseeds Holdings Limited,0.7903,−4.71%,13233.0,0.96,18354000.0,—,—,—,0.00%,Finance,—
1009,COP,ConocoPhillips,110.49,−1.22%,6820000.0,1.11,128306000000.00002,12.30,8.98 USD,−13.61%,2.64%,Energy minerals,Buy
1010,COR,"Cencora, Inc.",222.56,+0.16%,938026.0,0.65,43855000000.0,24.16,9.21 USD,+12.29%,0.92%,Distribution services,Buy
1011,CORT,Corcept Therapeutics Incorporated,45.43,+0.40%,739629.0,0.82,4747000000.0,40.30,1.13 USD,+36.64%,0.00%,Health technology,Strong buy
1012,CORZ,"Core Scientific, Inc.",13.22,+10.44%,22086000.0,3.44,3414000000.0,—,−4.38 USD,−79.31%,0.00%,Technology services,Strong buy
1013,COSM,Cosmos Health Inc.,0.7199,−1.44%,151190.0,0.91,15128000.0,—,—,—,0.00%,Health technology,Strong buy
